"","204562_at","227846_at","211596_s_at","225912_at","224734_at","220359_s_at","210517_s_at","233180_at","1568611_at","243915_at","207996_s_at","203435_s_at","206255_at","206591_at","209574_s_at","241679_at","227530_at","1556599_s_at","227529_s_at","212382_at","228284_at","211919_s_at","202733_at","1566363_at","209201_x_at","239328_at","219144_at","220588_at","1552652_at","211987_at","204114_at","44790_s_at","219471_at","202908_at","1556383_at","221234_s_at","203434_s_at","220068_at","236099_at","226632_at","231935_at","233359_at","226394_at","242735_x_at","206413_s_at","223608_at","210450_at","1559716_at","1556598_at","1569482_at","target"
"GSM483436",53.941326,95.440834,439.5186,3179.6172,1854.9355,39.9894,1918.7188,13.036425,154.02458,139.95073,488.51633,1229.6335,33.46249,1175.9357,274.6513,329.65073,1973.5746,378.33084,279.42178,801.43604,215.3674,955.43195,442.05887,15343.494,915.63715,908.54016,135.72052,61.114758,252.06715,4085.2136,209.68329,494.99628,412.39877,51.659176,59.963306,931.5396,601.1203,1324.8297,152.58319,80.11831,1935.7981,95.80592,252.93126,244.57155,58.533382,223.33125,315.3178,141.85411,56.719193,46.051193,"MDS"
"GSM483437",31.776072,46.39087,13.717166,258.67194,1072.67,11.264284,20.753588,11.603238,23.866404,22.838583,104.02199,45.82615,13.839024,16.522566,535.3618,17.398197,56.19553,8.505619,7.651689,1045.169,23.81573,850.6082,40.035522,6837.838,857.3606,192.97908,22.289133,33.239624,111.98637,2268.5676,14.322885,47.96337,67.65432,29.799238,26.66115,25.157043,8.970428,24.07797,25.757692,14.032041,16.604307,37.165424,132.09811,215.97345,30.864492,75.89852,9.959684,34.059,6.8891935,10.816132,"MDS"
"GSM483438",37.325104,35.666237,104.20195,679.3706,1876.7114,9.906725,128.70439,11.042106,19.429224,17.058733,297.60394,85.964195,17.038776,56.429787,168.63669,32.544125,85.89298,8.866658,10.87082,727.7074,197.57251,291.56595,31.860876,3031.0823,300.19852,138.88089,35.56103,29.36978,155.20538,2352.3728,19.142645,110.084595,112.82868,34.127773,29.507643,48.79222,29.258905,54.26286,42.508736,27.553595,54.28144,57.12108,179.66173,206.9555,39.771034,40.279976,13.851244,42.83,7.8228154,17.321278,"MDS"
"GSM483439",37.76058,37.61259,39.951927,428.43527,1254.1932,11.363731,29.43597,12.776538,22.40022,25.536882,109.2451,76.656944,15.468487,25.500097,158.07738,24.903675,39.76961,9.720253,7.214812,635.296,36.870716,934.19525,58.850525,2205.7124,938.8162,93.47072,36.687866,32.432957,101.70971,2109.961,11.757444,37.67088,65.03526,28.891262,26.71884,32.658028,15.927639,29.007044,15.955487,15.686485,20.162577,73.2289,118.74179,243.06087,32.262806,64.52183,11.082757,38.341736,6.6291785,16.958248,"MDS"
"GSM483440",33.058117,32.75229,166.03265,1873.6051,1114.7432,9.987708,30.882837,9.689311,16.596838,64.47308,140.11218,32.805443,16.743664,24.308485,69.422005,18.679092,42.20512,10.912803,8.1319895,606.8423,63.950336,86.83562,35.17625,582.51025,75.5235,234.5282,30.760147,24.070175,119.46254,2260.329,23.9439,25.507576,36.88932,29.669655,28.125204,31.585464,8.060538,24.231993,21.726288,17.395061,17.404156,87.42884,193.40376,232.69386,26.355589,53.372982,11.3641405,39.61089,7.430574,21.113663,"MDS"
"GSM483441",57.368572,59.34658,116.93349,1045.8849,1595.4047,10.506983,247.84866,9.416097,23.789148,24.623575,169.48952,275.07742,28.674057,163.30415,133.40349,54.56866,230.93599,11.97481,20.245184,708.3611,73.74512,734.476,32.002357,7267.0566,711.45435,173.56105,51.85681,41.816166,152.19342,2597.0627,17.751137,47.653484,75.783806,45.392384,30.191483,237.64104,63.913483,200.8231,45.971638,47.61327,88.36768,86.49526,139.28683,188.0722,38.91645,44.07273,31.696041,57.11081,7.7840242,22.081347,"MDS"
"GSM483442",41.855366,75.22895,255.02628,1748.5243,1811.0918,14.139618,520.4258,11.212058,56.915695,61.15662,239.5837,309.44394,22.788042,309.03152,216.28468,88.63068,372.77063,77.85639,80.73251,770.5498,115.74335,1094.1741,67.527695,8541.626,1116.9939,565.77893,69.84842,31.723461,138.75592,2591.9211,12.278388,92.38448,134.68321,67.97189,27.52779,255.04475,169.81941,289.2854,96.29728,27.398186,287.20337,73.81158,183.66664,216.2225,40.71033,141.76208,63.881275,62.053146,12.79588,17.368767,"MDS"
"GSM483443",43.296936,27.452536,18.496284,830.8932,1109.1346,8.768033,23.89436,9.958245,13.630481,45.32378,85.967224,39.401703,14.550671,16.587273,158.24254,15.854071,32.445805,12.661539,9.350522,566.6767,74.211494,1844.6754,14.005783,2204.52,1691.1589,651.9414,25.66599,22.987162,181.00635,2358.2285,14.468346,38.126884,65.60472,30.501951,29.828262,41.810135,8.890326,15.6955385,33.143967,22.053514,23.60859,61.269028,105.25078,248.92694,27.409058,67.328476,9.056802,35.020737,7.745422,12.397501,"MDS"
"GSM483444",37.782352,66.26025,42.142788,770.24414,2046.9973,11.1604805,122.84039,9.868253,16.639946,31.39377,217.43332,78.97219,14.3352785,34.503555,183.40216,35.096508,116.42913,15.609824,9.5741205,1366.122,43.83048,498.27356,24.827532,7177.045,481.1371,452.38535,42.401684,26.446884,145.00574,2379.6455,21.25063,131.96017,135.1742,21.74978,19.899565,88.04198,19.478275,48.74657,63.5736,15.323447,61.40605,81.04722,189.36378,252.81285,30.368196,226.35248,11.085149,46.325737,8.554475,20.925877,"MDS"
"GSM483445",30.117634,42.13676,23.85435,383.62137,1595.636,9.085555,34.54896,13.18805,19.125072,18.366163,106.38288,39.927513,12.188711,17.438984,168.30891,24.657732,36.469154,8.391793,7.6533422,528.36926,57.257072,602.4213,20.061506,391.22736,652.88153,112.28933,26.471651,23.535149,121.38871,2699.8987,11.503148,21.905273,41.697357,21.24259,22.334146,53.97238,7.659961,19.950527,19.79019,10.31757,20.988914,60.57119,181.75795,219.39232,44.341866,212.82999,10.650649,50.23511,6.5532007,18.596508,"MDS"
"GSM483446",20.73379,31.70973,14.568756,350.96225,692.39087,19.22177,54.489124,11.52243,14.637149,24.49352,23.218502,36.322304,11.257594,22.52929,43.594257,15.813285,43.233044,9.823923,12.975054,733.55023,21.899937,459.56372,20.950003,2524.6497,442.314,192.27129,40.807217,31.222343,154.36899,873.39966,9.133959,15.454073,15.489946,24.71332,26.663069,17.839283,11.498794,26.867481,22.797472,17.99937,16.107948,38.305824,137.12614,173.13023,34.438988,34.783092,9.752345,31.819588,10.42216,13.736954,"MDS"
"GSM483447",43.69807,51.258797,55.426487,3047.069,1577.12,9.504875,59.213104,11.182209,23.438686,30.058022,161.42084,47.40277,18.20511,22.151857,137.33856,27.317383,50.321156,11.313083,9.3754835,402.78198,51.43821,583.51825,36.96247,1972.295,536.68475,784.35645,33.215652,34.34979,129.88972,2608.4062,17.171864,9.747822,21.030155,25.131685,27.615192,68.993195,13.057107,72.27239,29.599184,37.809547,30.774004,132.9334,218.33585,278.31674,36.73019,97.80049,12.056613,49.86548,7.4579296,21.084782,"MDS"
"GSM483448",31.673227,36.23344,56.678314,748.6334,678.2694,10.113705,102.64654,10.034585,17.89335,34.830757,110.862595,35.672665,14.6712,12.887708,92.04397,28.199257,60.192745,7.9586854,9.977638,338.89822,71.97357,562.46655,16.099245,191.38686,566.309,333.71283,37.855892,23.145037,115.62662,2708.3728,27.167723,15.284654,33.589287,32.061214,24.41424,22.23139,9.719727,25.025984,17.109196,13.189478,18.57542,80.822685,95.816246,197.1744,35.65595,98.34455,8.760931,43.127266,7.45014,17.664066,"MDS"
"GSM483449",33.11771,37.935078,17.904942,1634.7938,1883.2124,9.800945,19.86912,12.076605,14.603445,79.086075,127.49301,39.94406,10.96541,24.923409,246.39316,17.105495,33.20372,8.461613,7.3597145,427.14078,40.14528,306.86853,12.398391,991.83344,313.1894,182.00685,28.893343,22.846817,170.22356,2773.5376,36.45798,18.54062,25.469814,24.980928,25.862753,14.554068,10.893554,23.899965,20.127382,15.241972,21.687187,116.68101,180.53769,225.95348,32.29886,102.08413,10.781901,60.30775,8.247635,30.875607,"MDS"
"GSM483450",71.01044,51.234802,85.190346,2180.039,2644.0696,27.281,105.95262,12.592851,14.985005,40.647312,346.0659,565.9627,30.94075,283.9984,249.178,52.00085,83.88699,35.18703,9.649603,993.0497,60.693485,1257.9941,25.758606,13771.774,1205.119,550.28076,36.793755,34.066372,164.4138,2761.5732,35.596268,104.668015,133.40361,32.86102,38.940285,186.7018,258.9702,259.0542,38.524494,69.30208,377.6499,110.07457,218.95024,267.63892,40.37444,107.76753,19.818014,41.634296,7.906675,35.140793,"MDS"
"GSM483451",56.458286,41.959538,165.10217,952.99133,1688.785,20.541983,603.25696,9.366029,28.20434,31.766905,310.16943,311.99588,26.355112,293.66336,194.92827,70.880066,314.6937,16.978418,64.275955,904.91437,106.00032,576.8306,47.081093,6698.8647,581.357,264.54276,40.229233,25.269678,235.31546,2663.862,16.645636,214.07233,207.20917,36.007023,28.064476,271.13226,149.38522,279.49228,42.899487,22.850103,342.9941,70.50569,169.5199,212.27113,34.964016,64.464935,32.23143,42.55932,7.08092,19.835154,"MDS"
"GSM483452",36.009632,29.804632,27.026659,465.79712,1579.1667,11.003201,21.794085,10.082053,16.613588,43.562893,110.56743,31.930983,13.049825,19.519716,96.881744,19.244972,36.38189,8.186956,6.981131,918.57715,39.298203,556.8825,18.478975,1163.8206,551.6706,292.21762,28.391893,29.407898,156.88042,2204.9973,17.519268,78.98281,94.04157,26.908155,20.046335,48.604523,9.288749,30.250284,29.176804,14.339661,15.293949,78.83569,210.34523,222.64066,31.107828,124.03198,10.256055,33.387215,8.649916,24.608494,"MDS"
"GSM483453",76.3318,48.245186,123.01736,1148.164,1925.3303,17.520847,504.0235,14.208032,24.852583,41.499535,261.48257,197.99284,19.676807,233.7692,258.65308,105.74099,252.11716,22.733522,38.5995,701.40356,140.8002,1136.7632,39.831234,6706.593,1141.2145,307.54355,32.837353,39.038597,141.49168,2613.4846,13.3869295,158.7184,182.94362,41.945927,30.21761,173.65492,105.39305,164.76369,48.118458,33.565685,58.610386,94.87175,197.19565,231.4399,41.722874,105.0083,23.826883,47.859173,9.556201,24.722225,"MDS"
"GSM483454",30.61645,37.967884,74.07786,972.6914,924.7188,10.390675,22.626894,13.388136,15.309108,24.800718,67.629906,54.706455,11.395909,19.116112,98.550255,21.61777,39.340725,8.849906,7.3074055,703.22504,73.63896,705.4063,21.788198,250.03233,667.5552,241.95146,36.566483,24.936901,143.4419,2358.9922,12.258719,9.099967,25.485874,34.59192,29.108559,22.426052,9.219081,23.936142,21.927565,11.01827,16.85016,97.63149,239.17836,200.81583,27.155497,102.98163,9.258019,35.634113,7.3037214,26.925611,"MDS"
"GSM483455",41.114155,42.606873,105.75995,893.80225,1653.6273,11.760627,243.22295,11.009541,19.885233,30.112206,227.6365,89.34234,16.001823,71.78972,151.37326,41.08897,227.27176,16.20573,33.17263,642.5693,74.33453,828.9798,48.03707,5212.3765,782.5498,215.46817,40.438446,27.286894,155.01544,2452.3123,16.735825,47.346546,89.55176,39.388912,29.085499,120.25709,28.693165,120.834656,52.632214,34.88851,120.40662,77.45075,152.55023,193.06956,39.374733,111.37491,17.74506,47.74896,7.8357906,20.136084,"MDS"
"GSM483456",43.429737,49.716637,16.244293,1575.9855,764.43884,11.769106,173.68309,11.008745,22.753178,17.976696,264.68573,59.87051,17.966661,15.929067,166.05658,19.322428,98.60004,6.981633,9.347829,664.53265,28.495392,142.52257,28.75628,106.74365,137.50697,147.73688,35.895664,20.553823,130.68288,939.25684,15.076779,276.1726,339.35034,64.14644,28.064476,17.366888,10.022666,23.654993,32.0589,15.934237,20.44637,49.605698,218.52469,166.32007,41.429348,95.385735,9.162465,38.467636,6.8924203,14.43087,"MDS"
"GSM483457",69.28711,84.3415,714.0734,5781.99,2124.298,70.82648,2631.0073,20.124483,245.24211,184.5953,500.95535,1274.001,31.342361,1116.9939,342.69135,634.74677,2125.065,353.84378,379.9902,1656.2512,150.40582,1264.856,280.97604,15951.043,1293.4701,895.47705,205.58823,36.3354,328.31137,4474.709,145.5002,628.6936,801.10443,141.71613,69.82833,832.2108,880.2536,1169.0734,268.58536,126.86082,1428.3478,152.4349,236.4967,281.23956,70.63791,88.65299,187.45676,327.61453,17.90108,62.70251,"MDS"
"GSM483458",109.158554,58.447006,100.65992,2285.7944,2396.2473,18.700638,446.1627,15.102056,38.217632,35.641823,275.07742,463.8378,29.267864,244.97714,307.38843,72.34532,281.9039,43.647724,31.577505,1265.9493,146.71341,984.359,77.01674,12334.371,968.0772,423.311,36.10313,23.345995,349.19647,2838.8376,19.597576,184.19849,247.23346,52.29957,40.631226,233.02931,299.36725,312.7387,43.761074,43.481373,217.64088,80.15006,162.42412,238.73068,44.535583,134.52802,46.031292,90.56068,11.173753,35.461246,"MDS"
"GSM483459",74.71046,55.286903,59.840256,774.697,1558.147,10.055218,109.60774,11.67788,16.96191,89.62601,348.34247,175.85194,17.766499,51.510532,1190.0197,28.759394,116.66215,9.349851,11.207215,1005.57697,70.88773,812.33594,30.75461,9851.305,803.2855,96.69003,29.998499,41.510006,127.566475,2479.6724,15.267525,95.226585,114.08341,28.196218,22.710602,260.78625,69.18981,104.06322,33.663773,67.65432,30.007706,94.33669,154.1467,291.21957,37.79866,81.89543,9.134777,45.087635,7.592927,22.263454,"MDS"
"GSM483460",29.128511,36.484913,36.071922,819.6556,1284.739,9.247351,34.94826,10.65832,20.751717,29.558704,84.493576,30.079687,15.747925,19.003515,84.15932,15.068909,37.31972,8.0309725,7.2785077,866.7553,40.57272,502.00342,27.887104,925.51904,474.96332,322.207,28.482038,23.742922,235.17996,3116.6758,13.564111,15.175412,28.650816,27.541674,24.711535,8.711203,8.990482,16.10099,21.539257,8.590916,15.577524,105.1673,179.13188,260.71127,32.435276,219.58195,10.221386,38.99783,8.358304,40.197384,"MDS"
"GSM483461",26.366978,33.95611,86.76369,813.97687,1527.4677,8.087003,471.155,10.706809,16.909445,25.567257,141.85912,51.67036,12.500877,19.856958,100.62374,37.87635,238.9587,8.299199,41.324993,664.1737,99.34518,1900.8663,31.269611,381.9667,1798.6746,378.78754,24.167465,21.710634,135.56917,2057.1995,49.857418,51.208862,69.58476,94.92646,41.351803,34.935043,11.204389,19.106483,36.513836,27.528774,12.131764,89.46789,200.51222,206.3302,29.840097,153.7031,10.695247,47.5824,6.733636,20.810112,"MDS"
"GSM483462",124.856926,174.58325,210.32236,5599.754,2825.061,27.448576,1364.8177,18.801283,129.93185,237.3844,746.5864,1379.2758,83.99133,957.2921,917.22076,288.26572,687.6683,42.75754,173.66743,1819.6608,390.95953,3114.5425,155.18303,18106.213,3196.61,1302.0245,92.24314,35.183857,653.65845,4814.5405,27.79535,313.00842,355.3703,149.58446,42.825367,954.91547,1264.4911,1043.7396,227.47244,194.42366,260.32172,250.34776,281.22937,288.25528,112.78807,195.0549,182.59796,137.92369,9.3917055,111.84132,"MDS"
"GSM483463",59.46428,36.42844,42.389423,608.1774,1342.0735,9.166427,185.91992,10.584094,14.990398,19.887384,178.08958,48.473404,17.246258,14.789525,123.64827,24.75162,119.96934,7.9266424,12.370735,490.9864,59.889896,318.21606,28.88295,126.39558,333.26852,120.20939,29.641882,23.667776,120.13581,1897.3093,21.869585,77.63097,122.44273,45.105507,39.969227,41.244663,10.666005,25.023281,30.983683,15.347762,21.626719,67.56177,169.58717,185.94342,32.23842,68.86281,9.687218,34.07127,7.8881826,19.214846,"MDS"
"GSM483464",34.843327,37.779606,58.630424,1004.8886,1864.8506,10.169232,35.78398,11.909841,13.099032,41.956516,211.7822,94.32995,11.108341,46.894073,202.1075,22.576822,49.553932,9.2596855,7.2963595,576.58093,64.92291,487.05795,16.283554,2791.6794,485.30624,251.55013,31.625303,22.347027,214.70901,2645.979,15.351352,47.47979,72.52278,20.754711,25.643812,48.475117,21.598312,39.118843,32.913147,16.465824,37.51041,111.47124,185.83626,238.75653,27.581398,93.970345,11.825198,42.375732,7.404921,30.820042,"MDS"
"GSM483465",41.63281,63.351875,51.491955,1115.4663,2197.7795,15.602517,350.31152,13.493688,30.221962,29.08027,219.22656,229.50548,21.2468,142.2788,162.78714,62.484898,326.77173,26.124939,55.19934,1322.3513,75.953224,849.44495,49.001827,8197.959,821.81274,254.83348,42.285748,38.13512,191.02881,3055.5312,32.682156,95.27014,124.3631,31.150436,30.352879,151.2643,59.86834,256.86133,72.90779,40.49822,182.81839,100.761536,177.69218,230.40836,50.39098,224.81664,24.746273,46.145855,9.832064,25.896313,"MDS"
"GSM483466",63.383846,55.706764,168.92851,1041.3733,1945.5488,11.505841,315.40292,9.800945,49.405975,29.605593,337.33914,174.31299,16.00529,219.15527,164.61526,53.22518,240.85997,20.58791,27.706875,735.2967,110.1381,502.23856,67.464485,7507.0605,487.09277,236.64143,32.054276,25.928047,189.11159,2470.9333,41.753704,138.12885,155.92276,31.423185,27.90721,210.21648,92.53438,129.14333,55.46646,29.107504,171.06883,66.62399,141.18625,186.8835,31.532036,118.703354,24.675951,49.343727,7.2753615,18.513628,"MDS"
"GSM483467",74.36672,33.920643,28.66526,933.75745,1835.1283,11.43436,85.05697,9.860438,14.497561,26.385983,212.63837,55.695713,12.806264,24.701746,153.41547,20.415833,69.9794,8.133455,12.067038,761.3344,141.67538,574.75665,22.899546,1704.4928,585.77136,347.9784,29.85406,24.633335,131.29631,1999.4786,27.03008,62.640293,100.93596,27.519869,24.263437,21.26785,10.69987,33.75001,38.93747,17.063643,34.279934,86.05401,278.8186,291.49228,36.532272,99.241295,10.223224,47.042137,7.667138,18.284306,"MDS"
"GSM483468",66.8741,63.288017,189.18645,2537.1414,1826.8184,19.637506,954.6924,17.8811,51.688976,93.47749,258.132,544.20966,20.788006,370.4748,282.5798,172.53876,593.79193,88.851265,138.4962,2357.8013,113.21953,876.0156,114.186165,13977.7,927.65485,727.4708,47.6167,23.105043,212.63847,3418.0112,49.27534,246.13434,397.58502,43.35312,28.060436,394.72375,351.93692,319.24954,140.87126,38.457924,398.78992,87.28405,152.95193,256.52826,51.177616,118.579346,44.596573,60.914738,19.83944,25.914976,"MDS"
"GSM483469",49.42022,36.764614,66.52802,612.0018,1845.0713,11.904696,60.402317,10.091866,19.998728,21.04002,165.98485,42.94125,12.46445,26.328533,138.33653,27.63163,56.95672,9.104229,8.148413,416.41446,69.79814,771.6602,21.835344,2045.3016,758.077,361.1842,35.12812,40.72206,154.2689,2069.0154,15.733176,43.02766,59.954674,28.326532,28.586903,20.780142,9.795297,40.39043,31.894188,20.715122,21.931913,78.37134,169.98468,231.67342,30.793417,78.586174,10.678308,46.26569,7.0007734,23.881874,"MDS"
"GSM483470",31.78064,48.744816,78.190865,1149.8602,2079.6255,13.956427,423.80704,14.956962,20.771166,33.57296,353.90756,254.88878,24.103575,203.33437,199.70488,89.917046,328.56604,14.485562,29.637613,745.96796,96.63781,379.7167,56.51523,9283.491,366.9945,526.0901,35.412716,31.518415,135.38855,2299.4202,57.200394,43.80475,64.624245,46.280674,40.631207,103.34215,93.03406,172.56369,45.561115,27.53274,187.64912,116.59702,247.83531,250.81711,39.593773,31.495693,20.125937,41.862892,8.272038,25.764183,"MDS"
"GSM483471",31.858604,34.312683,14.317978,489.6084,1421.9043,14.2428875,15.787108,11.709892,17.885614,25.871153,385.6164,45.1299,12.3816595,18.748186,460.09305,16.4214,35.87369,66.4634,6.707007,422.0626,42.606853,1048.2235,17.474194,6320.717,1066.7358,185.93658,27.931334,22.607752,199.17308,2633.5203,16.581594,57.005978,84.28381,20.245178,28.496426,14.463131,6.1559386,21.048353,13.296338,12.556613,179.80751,79.05184,197.75055,231.18996,33.57658,134.40683,10.405654,31.600266,9.165103,18.36352,"MDS"
"GSM483472",101.3733,63.479816,54.054092,2085.4795,1603.2413,12.63511,277.76083,10.760168,20.437168,34.865902,418.02252,329.74585,33.69109,486.33875,301.72745,65.56453,216.93643,10.662356,39.625164,851.19086,75.33743,1238.9255,22.030493,11311.576,1219.6189,707.8249,41.764973,33.81939,271.1126,2750.0554,17.54643,167.77525,190.99774,44.7559,24.969252,419.44037,172.78757,428.8367,41.761967,67.81048,81.88801,109.85277,151.37874,206.10738,54.33524,31.089884,72.015076,39.458504,7.155796,24.70085,"MDS"
"GSM483473",32.414257,31.854002,69.45445,977.2577,1628.8552,8.658337,25.773928,10.39292,13.639323,19.186491,102.445175,30.54925,13.110133,15.657691,57.837437,19.93651,41.584843,10.953567,6.5555644,410.78275,49.25314,1027.3629,14.106542,1145.5391,1015.22144,144.1308,27.32623,25.229658,185.863,2331.5347,20.483965,29.553722,48.948933,29.305304,22.661554,15.055346,7.465992,18.770826,18.843315,13.534097,20.656252,52.959312,156.15312,203.49567,30.844484,189.81445,8.117359,50.412766,7.248416,19.25087,"MDS"
"GSM483474",48.64308,58.994884,201.97647,1660.4922,1635.4393,16.692774,526.5734,12.812488,23.54022,22.450306,268.91443,435.5313,58.368076,450.64487,194.92845,101.515755,373.90033,19.04944,44.60461,1245.235,56.437912,641.80585,48.024944,10604.052,677.8297,419.30438,122.610466,51.603413,206.39722,2923.1018,24.896944,69.7328,123.055145,41.728893,28.671473,535.51654,186.5305,576.7058,51.01564,53.79185,405.16113,86.40808,151.0792,196.614,47.08114,51.873642,74.51688,33.984238,7.908385,18.25929,"MDS"
"GSM483475",78.055786,41.713882,18.814821,400.4527,834.55225,13.454858,72.52928,12.782982,21.875498,20.735283,44.463417,105.69532,17.810707,20.395613,127.64922,22.742922,71.360466,9.190897,8.419347,720.508,23.830315,845.9033,16.632744,474.75818,923.37054,148.51595,39.65656,35.7331,101.75735,505.86978,13.242561,51.889774,115.3064,26.989704,32.96061,15.059678,13.937333,26.347044,53.280807,31.13586,20.436056,37.282066,81.07644,110.00332,22.040028,25.05574,10.440198,51.78403,10.645277,15.969283,"MDS"
"GSM483476",40.763187,52.65119,183.07188,1573.8295,1091.2218,12.83559,211.22227,11.971781,19.209309,27.45649,87.84556,199.08012,22.864517,132.0267,233.34843,57.94805,207.94202,11.149632,13.943362,1114.5428,79.60623,1203.8612,46.01471,6503.651,1268.186,522.4636,73.98191,44.242958,191.74574,1049.6965,37.582115,71.64783,214.76318,41.108215,29.910028,144.1671,80.59163,109.65908,79.08604,32.47737,107.7307,47.548107,190.18419,151.40604,33.29594,29.395168,10.331701,54.409676,9.162791,16.7036,"MDS"
"GSM483477",29.196796,20.861149,88.58276,865.1639,1522.1948,12.631017,56.38511,10.426668,13.862226,30.816729,150.28674,182.45993,14.360086,20.281311,307.1669,34.504807,73.14193,10.18353,9.521151,892.5471,88.82241,787.83875,14.592924,2026.5265,781.3805,326.24796,32.20474,28.240938,133.27873,1426.6256,19.996935,35.33134,55.97225,23.871553,27.40511,70.50058,53.82676,28.500536,101.60723,21.206656,44.47384,54.58045,221.53665,155.45157,23.155033,58.63887,8.486334,41.026848,11.117943,19.384481,"MDS"
"GSM483478",29.992043,32.67217,26.502178,1508.8762,847.8247,9.853338,121.43462,11.985589,53.25396,26.175814,203.30519,31.979332,14.465483,18.664295,264.78104,24.079699,48.530193,8.394517,10.322774,627.85626,39.511147,222.53653,69.3895,27.077347,202.67265,434.6218,31.80354,25.266039,96.83297,3071.867,18.436096,8.357289,13.297768,26.344187,27.838934,36.34062,8.295014,16.357641,30.317917,18.113853,17.274855,97.6456,132.40302,193.5571,27.104668,48.0042,8.04342,38.35418,7.6148396,22.781067,"MDS"
"GSM483479",34.88601,31.007147,18.663607,715.82574,1442.1255,9.6301565,28.435411,13.040656,16.083595,26.506968,154.46913,56.32626,18.120056,15.756428,276.0599,17.774183,35.290493,7.969305,6.950516,263.9717,50.6932,1029.8085,16.687956,974.51495,1038.6368,744.0358,25.83481,33.093857,115.30222,1706.8898,13.199693,13.130667,21.004417,30.649548,28.868376,19.255732,13.027977,26.26365,15.207419,18.69457,18.477983,111.61585,159.74904,297.88278,33.98546,92.03405,8.842093,49.80804,6.1852794,15.386511,"MDS"
"GSM483480",112.4311,184.63527,241.64648,4279.071,2568.96,30.567953,686.5664,22.50049,44.582115,130.09111,625.373,427.78754,26.23009,407.66473,543.7194,173.82086,406.9898,96.8696,47.510464,922.15784,109.45779,1944.9199,113.23988,11532.092,1929.3926,528.71155,73.35561,59.18646,253.48775,2927.1062,74.08464,170.69109,119.170334,58.119427,39.871445,342.7162,141.83876,442.7128,85.01565,60.314278,455.12326,109.9082,406.38184,358.24292,77.12783,81.639114,122.95543,78.980705,14.156942,38.38872,"Healthy"
"GSM483481",128.50754,155.23898,155.77666,2309.9658,2634.9421,23.31742,502.08435,12.372518,33.637104,139.72908,735.1642,247.46971,19.924318,145.40587,653.5637,165.67125,233.39494,38.33485,29.53529,979.831,98.252495,2197.3855,51.212635,9439.97,1999.7313,391.77695,47.101482,59.511395,170.19905,2661.7517,35.386585,155.19635,136.08783,75.62018,43.969654,175.32689,83.51911,139.1114,80.216515,62.734154,271.6652,115.18594,308.28662,443.39877,78.39395,280.7181,47.152424,122.942184,7.843695,28.723158,"Healthy"
"GSM483482",85.23951,180.1544,285.87668,5095.2314,3587.176,44.281223,1039.5927,22.44221,42.61606,242.9209,861.99066,836.6895,30.447624,554.62946,556.7211,172.47353,987.1294,106.01372,120.22246,1920.5522,58.453278,1318.7338,82.28279,14924.817,1226.7568,912.4424,59.13954,62.897095,247.5855,3732.176,27.197094,221.97209,177.25754,55.909756,36.711685,475.49426,399.02713,366.189,95.10447,65.46775,840.23865,143.13217,378.37848,350.02768,65.316986,382.9928,77.328125,130.6782,11.100335,44.18241,"Healthy"
"GSM483483",108.585945,93.69665,134.26169,1354.703,2565.9995,25.240559,360.02182,14.740857,36.053764,63.174107,433.76218,281.69577,22.180607,190.5888,432.29532,77.34763,259.79272,75.19237,26.972206,990.1564,105.562096,1613.846,48.67987,7945.879,1491.9047,777.9119,72.546234,59.803715,160.08891,3179.1562,24.326876,65.16101,90.44985,57.030613,30.38352,158.3054,118.50897,316.2734,63.199177,61.743176,168.40903,122.49132,307.07858,383.96704,52.575348,311.24356,49.899635,103.27146,9.793179,29.905722,"Healthy"
"GSM483484",75.62018,90.75334,62.01064,1011.06195,2304.477,19.719028,132.22667,15.953182,27.21425,37.162746,283.9268,256.21432,14.82901,79.257126,110.47973,64.83174,138.07288,47.508766,12.334247,619.4763,91.297676,1174.0531,47.76443,8408.824,1085.595,887.48035,58.14665,46.018036,126.60054,2585.3926,34.15544,32.604557,60.47529,54.407703,41.307125,89.69381,93.23035,211.02838,51.40859,43.84627,118.03597,111.61585,255.13672,268.97266,66.54246,97.9327,42.505684,84.29595,8.222125,36.66409,"Healthy"
"GSM483485",58.64737,93.76418,89.97208,1584.7527,1656.549,16.925291,267.4798,13.060398,33.268364,29.706022,192.04295,349.4483,14.483214,201.09084,149.33673,36.63769,228.43736,43.272003,16.025763,793.1361,67.947395,1091.2604,49.987785,8148.7827,997.603,533.0336,57.240555,38.5134,153.15044,2394.1765,25.811094,70.39104,109.18214,78.83569,44.688236,85.122856,112.55265,241.84695,50.978897,38.126865,188.82234,91.62053,287.63303,175.17538,44.535583,334.9474,38.660744,84.4175,8.496122,21.581196,"Healthy"
"GSM483486",221.01068,320.87524,718.3047,6580.709,3669.2505,69.15244,1815.0436,16.86807,72.955086,179.44196,269.38968,436.97687,113.25014,1424.8798,971.1509,317.48325,639.8087,480.24567,166.23618,2671.935,690.05005,5528.2,80.176056,7607.5127,5349.91,1590.8726,190.1704,81.99875,261.67078,4034.7556,60.59846,421.6259,463.37048,186.10423,45.310684,820.8078,287.86108,456.64276,32.609848,583.91766,206.21503,264.97186,492.75787,346.07825,46.05287,97.56997,28.764578,91.63705,47.59612,54.842587,"Healthy"
